all_features1,all_features2,all_features3,all_features4,all_features5,all_features6,all_features7,all_features8,all_features9,all_features10,all_features11,all_features12,all_features13,all_features14,all_features15,all_features16,all_features17,all_features18,all_features19,all_features20,all_features21,all_features22,all_features23,all_features24,all_features25,all_features26,all_features27,all_features28,all_features29,all_features30,all_features31,all_features32,all_features33,all_features34,all_features35,all_features36,all_features37,all_features38,all_features39,all_features40,all_features41,all_features42,Valence,Arousal,Dominance
3.99582430780674,3.1236902062043,2.33183258293534,2.21211712299296,1.75070006314178,1.18305667448744,0.831663676351342,0.55924494850361,0.0431411354005241,2.0433464692106,1.41814004469424,0.965652214685262,2.59009149367006,1.96930080991873,1.53894900266111,2.42020527149173,1.59930925673518,0.866298578062717,2.70197244977707,1.79366338843479,0.843454200011496,2.57930342011417,1.97769368938859,1.58522755126524,2.32773928564371,1.55384577569558,0.790990968979168,2.41109135028417,1.55887888236801,0.988691893287722,1.80667236202061,1.48495461713822,1.02289198562216,0.721730266602062,0.385700666304221,-0.0118525747660751,3.56018040353137,2.74472325907767,1.95645597966407,4.67251111643517,3.68238366503372,2.24351299472431,4,2,3
3.41279328725302,2.53637465317001,1.88006240582987,2.24085402940589,1.86510300934592,1.4300575284657,1.1284327958333,0.760587262600122,0.393099003710262,1.68080547796397,1.37561674698256,1.0305033133237,2.21626838474182,1.77440641070169,1.74453087403828,1.87739514439713,1.32641255826627,0.815596141131899,2.574623704987,1.70120139193844,0.983700624103375,2.08021817110318,1.52068053836505,0.903672872538388,1.76295266264595,1.17350149317223,0.648795570392002,1.89986167009878,1.64031465189611,2.35680767710104,1.75243053816929,1.45251549751082,1.06699737077141,0.844263227849515,0.451550874989945,0.179333822997917,2.81666265006523,2.32024475411587,1.7306562811336,3.9720801340919,3.16520960728231,2.65351516992526,4,3,4
3.81778244249818,2.81085691487409,1.93414501928198,2.13453064596953,1.69926334641107,1.24737901400332,1.24319717525305,1.00693575830822,0.644148235598517,1.81190554867904,1.43440524794508,1.02884475843106,2.78273085896781,2.29847804721335,1.85876153773473,2.17379125372077,1.45449623116411,0.903921734725581,2.81511182023515,2.04314005817206,1.70572081718766,2.27050766143254,1.6729294504348,0.909666356624493,2.05956975482488,1.23799004152115,0.579993274864616,2.23240929316004,1.50556421853549,1.16561375164407,2.39291949844714,1.82082187010249,1.42701699334981,0.892331485740316,0.526108000065214,0.272806380014478,2.96066122956566,2.40142758701557,1.78358426349688,4.29451100503085,3.28224853191003,2.56885185144007,4,3,2
3.89744188121762,2.90939626850672,1.81496762221154,2.12392916111872,1.59905987010329,1.10337527731564,0.915242163787492,0.689418265277164,0.38600279905458,1.83466727133581,1.47402897327825,1.05177543729214,2.95289381347564,2.2942641897894,1.7316602764608,2.33750825822,1.57721920412709,0.941788192215408,2.57408075124407,1.83092226421549,0.97562560779874,2.41165576689161,1.78692580027316,0.971758950215925,2.18298084770997,1.33025946228959,0.502017747774198,2.28678713551707,1.60628440311511,1.2330785670337,1.62980848756194,1.42574032124301,1.11764610032031,1.37939661669611,1.2602868357892,0.572485107794978,2.86500436132036,2.26228068409216,1.58042426075153,4.37919075761502,3.2709210933439,2.23024200598538,3,1,2
3.7844614085127,2.74644873941413,1.81558706655977,2.0490725647489,1.61862429213206,1.10995564155966,0.931258836384,0.657713898757508,0.339037106876382,1.98828384874494,1.55756031569733,1.04366003948712,2.97331037278654,2.26296729124649,1.57533454849074,2.23416340381435,1.45383684008426,0.739560957076524,2.43737832527327,1.74107125357644,1.0122204475262,2.27446582639323,1.61062828280082,0.802493018850234,2.11709038786025,1.25742626793938,0.493922371669736,2.17406237578724,1.65701273193303,1.39480683501518,1.59207551143087,1.46626180523852,1.07665489685387,0.912616879469034,0.598149029626025,0.186454985364788,2.71212049341134,2.05138389153418,1.44876336694266,4.32057743320226,3.29085530518434,2.40880208109581,2,5,5
3.1571002179788,2.52730516096664,2.07260477281297,2.15114031599839,1.81695537820543,1.27205109605487,1.69668266929065,2.06461343105618,1.33914465602137,1.78117453651651,1.66381692213966,1.21578169966262,2.54084587762819,1.99096530197862,1.6745301941311,1.78502210196461,1.33285773228643,0.821064474123429,1.95855818606215,1.66889623025937,1.10773270838012,1.8504964352054,1.5872425291775,0.972350364690634,1.61899462165729,1.1040342785224,0.612028439737567,1.68710996009979,1.39214831778412,1.23165910382333,1.52651094822086,1.44089094313729,1.02841873532706,1.20780498190265,0.940772551622264,0.518166196005007,2.71475158373767,2.26731521563288,1.57096301773579,3.70104794665274,3.43166865487862,2.88173511130761,3,2,2
4.07518785163789,2.90814356662527,1.48759488201813,2.46669545764052,1.74799959944949,1.41990687053083,1.2077319852495,0.914659160114769,0.701958869226314,2.30449523958017,1.76390571969789,1.33260092084172,3.21022464575241,2.41376506360378,1.84828406588771,2.62784207236357,1.66815853261955,0.867113543482543,2.71530899615252,1.8282867889448,0.949604503829738,2.61482693259361,1.83169327376061,0.970491611817331,2.46384005573612,1.45945922249666,0.632325119936485,2.42913845114414,1.63685909957105,1.18883379439267,1.52817724883729,1.27356393126701,1.01362937370383,1.07435111749659,0.77791432863778,0.438351039939973,3.09166297320716,2.27498756140337,1.53370050581657,4.79906818097344,3.50177726140919,2.29560149586495,1,2,5
3.56627964422788,2.67764876734607,1.78247185727982,2.033830858593,1.67749076834531,1.11547929960794,1.06001709974745,0.883548597053789,0.519748755397081,1.80966916748561,1.67580338313646,1.20675293766067,3.04976457319191,2.56751725184332,2.05397019267467,2.17116244958261,1.54199104250211,0.92884267958886,2.37308299474771,1.81226644238843,1.127713403039,2.34731784454393,1.8057131480216,1.0472841532699,2.04253838389986,1.27656973017281,0.562915841080402,2.18833631160408,1.61463524196554,1.25448804229453,1.4748305189913,1.43960130712752,1.09963441054156,0.960841383384259,0.809873318369647,0.516062960739093,2.81603008178084,2.17542235688085,1.45380768337346,4.30896692199483,3.25296858068646,2.33785000238298,3,5,5
4.18593965315811,3.66403166122354,3.31409541340808,8.5970002383516,8.18244462213314,7.58413460123694,3.68822815398864,3.34409862747885,2.81591434395817,3.72036759366272,3.36202135923943,2.87385228847381,3.79233903407978,3.45708043537313,2.90241413341527,3.8468521313931,3.46814516979747,2.99550209216365,4.04540855076693,3.67254740953088,3.17548028120066,3.89274592635649,3.48340287158158,3.00926464102368,3.80926763481344,3.42522343259008,2.88196465393009,3.45022708169438,3.08529965809841,2.94981200613891,5.49053632268646,5.28922762777014,4.66457229170052,3.80565451626405,3.41789859260279,2.97802995621886,4.08209530888598,3.72935001967472,3.25315213670057,4.30737728214723,3.79525547551614,3.25845146067407,3,2,2
3.58423364937347,2.73658315949838,2.77642907186702,7.08661935239058,6.67677599348946,6.14794169128035,2.56169818911246,2.21583226826301,1.85104573779539,2.65664988399453,2.26498316897656,2.06763041610437,3.0617896355314,2.80500951121709,2.4120743344609,3.41100534418442,3.09113905916711,2.7344148871493,3.70709135977483,3.37220306668583,2.89718741149548,3.23136640690216,2.6775961553371,2.36664812539302,2.99272705296199,2.40364360949435,2.13744983610182,2.88855372645074,2.3371699455878,2.10980382651197,5.72244184909357,4.93759826533188,4.20277198961849,2.63528885044053,2.19330332793937,1.86792411228855,3.7432720279319,3.07373368219618,2.64612025552736,3.86060249818903,3.28743236564889,2.80015756655839,2,4,3
3.49513835326234,2.80578838100091,2.46122516018162,7.91046506850089,7.40894152855909,6.86014161512178,3.09748823935012,2.64656017553741,2.23664365268231,3.13431140282134,2.72847699905426,2.28635892145773,3.53171682022312,3.13893970913532,2.77804643305438,3.65240513651864,3.29560697245033,2.94673986249607,3.76846975454547,3.53363480554109,3.04687627978571,3.45062768221309,3.08510311069038,2.67296184892459,3.31036064093584,2.88832498526668,2.50780919593278,3.24374088462583,2.81584325097393,2.6239398432042,3.82004347990977,3.35955570853352,2.85058625390754,3.12694987150164,2.71661938757065,2.329994784183,4.24692181499688,3.73850159651073,3.0698160349614,3.96888356495378,3.43059586746204,2.95974557488569,5,5,4
3.34987378283473,2.9206343762142,2.78193286370524,7.62098743593738,7.45447751244255,6.653988631043,2.97223817110169,2.69399752754965,2.21254524952696,2.99402323345201,2.80425919908167,2.31793820791494,3.2977502688814,3.01562382529709,2.437949055629,3.55238548679612,3.28628595956546,2.75471955593456,3.65727496417686,3.4911819374935,3.35176237987053,3.32600385273829,3.08748230131162,2.58767800317889,3.31232331446708,3.0127378380462,2.49476674936121,3.16699314774872,3.01675436220913,2.45720835029563,3.37185897529388,3.07158905961133,2.63378829210522,3.12874678970729,2.84658013454268,2.39987236128863,3.99271114772761,3.40192915438369,2.83118374677509,4.03269991550509,3.49549392623937,3.1561058781371,1,5,4
4.36034345856597,4.16299187313226,3.69825344335968,9.07601390663993,9.00456565073834,8.3544601871274,4.21358275519542,4.11588811265018,3.57843696795453,4.30432211065062,4.19677958878329,3.8453160529501,4.66523615933676,4.85297582273385,4.69074551874773,4.0425272308057,3.88345296350813,3.47931167910178,4.64978893597011,4.43887114476607,4.05869254997318,4.44842727712553,4.31726924661864,3.86119757523104,4.35952365619418,4.25104494977245,3.83753168428597,4.69366665933365,4.71311221766932,4.75747324165343,4.82335011660183,4.83178111022049,4.85066151618266,4.28287222197641,4.16039464718363,3.73644433775462,5.24662098816034,4.95676208866156,4.60824869281101,4.73104631323384,4.40240688120178,4.02026805584277,2,2,2
2.90655010004213,2.52995658739829,2.34323100561546,6.73209357282327,6.45726265909763,5.92624965243763,2.36656459653357,2.09378381934295,1.72578945444585,2.38528376825021,2.09333734062866,2.00073081281192,2.55724582918539,2.20706804665785,2.10884374334169,2.99874895342393,2.72000638808987,2.45358332731561,3.67050221890019,3.38231551535066,2.92758317340054,2.99254229921482,2.89230349737548,2.68554991811289,2.73816570055587,2.52255449969206,2.49365589700109,2.68240151163149,2.39734910653772,2.3138629949009,5.38656503266632,5.00966720951384,4.47910099454312,2.57234884603543,2.29307370621656,1.91485984441165,3.4719181213071,2.84604824735022,2.37691011986041,3.30221410597227,2.70113817085858,2.59539392062943,2,3,3
3.76509935338908,3.47189426246733,3.32453458772731,8.22999518063603,8.16318379299896,7.54909232690135,3.45685005433565,3.31608159196287,2.82571279043654,3.48984613602169,3.33715784779164,2.9094570818694,3.41325412725829,3.1568954239114,2.68668680240483,3.51675087482309,3.26276644611067,2.86059055566552,4.00836175315119,3.70422328672187,3.22841216621208,3.69551083475068,3.50197916519857,3.08990550822534,3.64816841137638,3.4726817865164,3.00478231974374,3.96441373840461,3.62073921857303,2.98792563006846,3.91058774658309,3.63167788565998,3.13378373349793,5.96030806136403,5.5680934807058,5.27237893107568,4.32011976798448,3.79536025229423,3.09094466111266,4.29847053043581,3.73524072442499,3.23193801409652,4,2,2
3.14439020614254,2.85958508178138,2.94464090897386,7.08113087416927,6.90595987009779,6.38596937918861,2.70687911054623,2.43027215246731,2.11973391476242,2.61751988907276,2.55172538162741,2.34626776167006,2.67327549462839,2.37286974655606,2.38346493647809,3.34572145975349,3.0774459599188,2.66156560274494,3.6048642803024,3.26546449683221,2.960648303294,3.07468346373012,2.79359071377391,2.45054692120713,3.04125386646944,2.71963426484267,2.41188117381573,2.93681181001408,2.62959925453523,2.40839916545132,4.24608530259617,4.04790384924161,3.43825010162874,3.5821260444916,3.34896556810927,3.02640474139871,3.46102136915167,2.95434693919665,2.43582498848393,3.50892638924478,3.08025524328592,2.93653555073862,2,5,4
3.87083700593527,3.60911698448569,3.07556528867405,6.75869136978844,6.62716771598872,6.16474603207305,3.45475262641815,2.96008888146938,2.46322387985039,3.37841776295887,3.13947278902414,2.61024360707795,3.55164125534933,3.09832273617844,2.49871334160909,3.72078841817949,3.25890835116357,2.80812598992839,4.27132718464711,3.88462896891117,3.57778056129097,3.66237161060731,3.20062401068297,2.82099948506163,3.64716983409518,3.12358654497313,2.71192039555686,3.63031235604835,2.93785925930043,2.70589516213747,5.01887807896847,4.51415779890525,3.71827994066468,7.43518114296152,6.55480209444959,5.66606989952053,6.21015027763019,5.67822872980057,5.23718276595243,4.78187918678778,4.33690243003897,3.83559570057858,2,3,3
4.75236566860919,4.6877694226093,4.32001708361703,3.55452274143049,3.13965773878572,2.76198862211,2.70805109751506,2.36376850428863,1.66826161211786,2.66834802255374,2.3865387082742,1.873660340135,2.67625621450754,2.43661472048014,2.46484042520471,2.73086959377422,2.34391361579182,1.94229416876802,3.31465812834039,3.43997197705522,2.77508520747322,3.0117179704771,3.33062891801507,2.507559674805,3.83796365520406,3.37695383385948,2.91639004397174,3.02479745092093,2.78038998849427,2.74137961113088,3.25370316981319,2.78641410605354,2.37957181257817,2.70107859625853,2.30955032458187,1.64704460264065,4.7670912539456,4.24082201896853,3.78641039972543,7.02795269002629,6.86964450191046,6.35113522239903,1,4,4
2.7031899278852,2.42138400108018,2.76264258849477,2.41150932471301,1.94286360508177,2.02460793621233,1.36965891645706,1.37900020863218,1.25285185850122,1.76322476012174,1.59271667867705,1.69132597117458,1.77722669222495,1.40041691987403,1.72714784737818,1.60315259529135,1.60461083005644,1.43498206526326,2.91855566610767,2.76472039925446,2.21612923023887,2.42213361092659,2.1456450470059,1.90922565756516,2.24426179887836,2.1979748194738,1.92313950623972,1.94312842693625,1.66366730752359,1.67688687847188,2.4123818418861,1.92766951829846,2.22396943138386,1.96559956251344,2.04609676223713,1.95297487670176,3.6075009738893,3.33579595035145,2.70599870585573,3.09213384571896,2.70545123070482,2.7759592572944,4,2,2
2.84096928609965,2.23387946508831,2.00870020992464,2.28452799732314,1.94699031344365,1.78192798117467,1.4413898211196,1.30017973856049,0.85002413689671,1.53456891065213,1.34435377624294,1.16489319677235,2.95543675343195,2.80439363066307,2.94302083098929,1.64827463639465,1.64347129203687,1.43709965845117,3.50499329893977,3.4076490789151,2.76048543272538,2.69221641590809,2.40330556666888,1.8155880642008,2.00028061906047,2.05541567025593,1.53450146859102,1.80957861778654,1.77250133077162,2.15596307990408,1.73239821179217,1.50106680728911,1.44028338026343,1.21993541831772,0.991283901827813,0.593064871284071,2.77934533019403,2.22378336514275,1.967981292025,3.7877308829641,3.34446395328077,3.08864370282943,4,3,2
3.50105286796909,3.17185455315291,2.81234567365211,3.06143529884358,2.68731892253313,2.33176429577536,1.92250682961122,1.58848802773008,1.32360481265184,2.24304578770002,1.86321427172247,1.51760711964766,2.71765768198636,2.48654149991259,2.72137680169669,2.29056134265089,1.8818861869974,1.67090698862122,4.16926306081352,3.50934735590449,3.00213972520546,3.10634582872005,2.63560065563548,2.22864498205628,2.16309170997412,1.8385361593176,1.60759273362905,2.27148857432372,1.84595694786373,2.30709450835137,2.27971649182348,1.97060084398732,1.8545758583658,1.49491745309844,1.09485613478827,0.828795689516709,3.50296598899392,2.73069739750516,2.29566005337904,5.17794696864195,4.66209343172735,4.10125721605906,5,4,4
4.04374980609534,3.45492996526312,3.23542017719981,2.55282990300713,2.05144934299891,2.10165726537103,1.65914330724863,1.4514906023335,1.17519293780368,1.77112346580291,1.47742309968319,1.36580786041562,1.88667576456799,1.71092828494388,1.54629564473804,2.45108080295707,2.03812544670696,1.88186044321096,3.56520358927513,3.35333833245068,2.75024139336489,2.66288596641551,2.36118685193142,2.03440027119345,2.33416044844044,2.69298461422035,2.18169179745586,2.18185862915786,1.88159383219372,2.11785217950387,2.64761684778163,2.03830095262803,2.07568004105817,1.55958918759482,1.33465307900183,1.19297982572097,2.9692284536427,2.44739730220369,2.29501917458789,3.81744719833834,2.95928771993505,2.70447661500429,2,3,3
2.86626316307372,2.46476389393175,2.43485391165068,2.21829449688923,1.9312361222856,2.07960183756368,1.49498305478896,1.2279161103473,1.08452213919454,1.62227847559525,1.6874547316417,1.74531159316103,1.68954408445119,1.72330367209823,1.48542938725939,1.66807144966913,1.86563048159261,1.79656558863748,2.63133908089002,2.61269621378508,2.32121294807236,2.4220711719882,2.26083343938859,2.06766291603973,1.82875070954399,1.82735754708464,1.66907145954027,1.76512567338124,1.65482237105491,2.02113514854234,1.65018037218156,1.60918417894211,2.03635806459637,1.11902002949238,0.979029922705965,0.957487839818087,2.59355395703351,2.31604277738777,2.04811998883665,2.95217353618245,2.1908968819305,2.43704435604737,1,5,5
3.0361026433903,2.77049453031984,2.76472722664085,2.4045333943114,1.96738758408366,2.12792494584808,1.53132201060076,1.23273709620754,1.02396559258864,1.77331188831591,1.58858599684497,1.69154706850917,1.7915335073887,1.62809230795051,1.78179384327755,1.92163696120063,1.75417561588761,1.66151489121806,2.89580226781437,2.62674884851127,2.25706329626884,3.42215269315709,2.89076254655303,2.36851267692845,1.88939982678865,1.72742036765392,1.47595756703318,1.98541469670649,1.74572653929214,1.819668848214,4.8958376808363,4.54140356722897,3.83925716872751,1.50969843125227,1.202356395241,0.999942797454128,2.77320530305294,2.31383608671685,2.01894173356873,2.816455715203,2.31733079794288,2.53022878554067,2,5,5
3.01874336850254,2.44057686823037,2.10880291767661,2.26717006911078,1.83071931262006,1.75444019307555,1.52969943716739,1.35219679745419,1.03673492935679,1.52467508848033,1.33000473054907,1.2687207371495,2.06589988644058,1.72960951025215,2.34829107415436,1.92673887371511,1.99642582713098,1.96251525750105,3.45708992507483,3.30477964631453,2.86731251595572,2.43238748321781,2.36284977706755,1.96965759909652,2.13335723297876,2.13887833096142,1.85744458169428,2.00232925232087,1.74291139258568,2.21485186045803,1.83780110786348,1.667677100579,1.76128697441326,1.4370563120532,1.355682668225,1.10265650195681,2.95527290272889,2.40017178606399,2.20376251956264,2.93636261176034,2.34676095145501,2.21603754816209,1,3,5
3.41031280791354,2.80746998443228,2.60537168070368,2.63962610934957,2.17562219677922,2.04480024732835,1.66882256846791,1.44089608625567,1.04490095684291,1.75586924783589,1.65597708387606,1.62531711236801,2.31934211468922,2.24607852927173,2.70530254086507,2.06377687576694,1.86052413898287,1.81219360711456,2.98337426393839,2.83001511675479,2.26140706211908,2.67988784231077,2.42543058476626,2.05259473898187,2.10171477095762,1.820784018225,1.70663199938846,2.04704904580272,2.0980941493228,2.19133836458195,1.87267893351689,1.77911472623742,1.84494626755582,1.67932617991314,1.57590054514701,1.21787757632672,3.1176537638992,2.67748081813523,2.4397458835694,4.25546269668955,3.68786583314705,3.10632880078983,3,5,4
5.125753979521,4.95757556858169,4.32201739706516,4.59417510372286,4.6918958413714,4.1117281321554,3.25464170252624,3.4701212385273,3.07313649816615,3.05376428610434,2.84013275550025,2.54447399568242,4.74708761289644,4.7465364732906,5.61090152056795,4.11410909686672,3.64340926579533,3.42334873080786,3.29843903794416,3.29419612387509,2.82838698584779,3.19671903489849,3.04021533499251,2.95550393623647,5.29464313837244,4.85534096598212,4.43511587930675,4.15503509367479,4.07701302846951,4.09693947921396,4.20962410543842,4.72466619480914,3.85484352894218,3.40623176514191,3.12994166505144,3.05301577129684,4.35170162705486,3.72900642442421,3.15189608110151,5.0833314334305,4.45594554320544,4.04822504284711,3,4,2
3.13427529066973,2.84472006342542,2.48003308417413,2.95966148559594,2.43285184522355,2.21661205164565,1.49079873182801,1.2612119777444,0.96577557330836,1.36383213800696,1.24817896238334,0.976607044488889,2.00734579047441,1.97501858945468,2.59290784079454,2.02530770567148,1.80424069908628,1.53532921770116,2.28840977301713,2.01876258927857,1.61010763758691,2.42974260139086,1.93132510669594,1.69910759598384,1.98725939450925,1.63738444545238,1.62966834362119,1.88629225865844,1.58844166909796,1.70613168395961,1.28253742780534,1.21325132150388,1.04765455219047,1.97145129192893,1.74555007778956,1.4730682246605,3.04881721818173,2.49091330357295,1.86160245509894,4.08105250949837,3.43506149833073,2.90066674488905,4,5,3
2.6887663657868,2.4924795809493,2.12708987127774,2.25090339008606,2.09697221833134,1.77395034166144,1.5806703412384,1.30770043346595,1.0380722280106,1.36357069119082,1.36473494966763,1.17351708966177,1.88424551868418,2.43835707099441,3.66582475504598,1.54510725265291,1.6542524969771,1.45702971589308,1.90664184293601,1.8678011616034,1.56830743652054,1.9168907548552,1.71547258513714,1.43980582332621,1.68040642904812,1.66037395511442,1.60839733846476,1.66756557073867,2.02942527198699,2.98594337354188,1.45304935585393,1.27106373597193,1.11329059078416,2.10274007910109,1.8454858393393,1.5191588445049,2.54272013489397,2.2764902576201,1.80936565647142,3.25638151549207,3.22447149278089,2.67464685524445,5,5,4
